,joint_drug_name,condition_concept_name,PRR,PRR_error
446,mometasone_azelastine,back pain,2.95455,2.95455
447,primidone_potassium chloride,infection,5.0,5.0
448,oxycodone_ezetimibe,interstitial lung disease,0.769231,0.769231
449,moxifloxacin_cetuximab,pulmonary embolism,5.0,5.0
450,dalfampridine_dimethyl fumarate,psychiatric symptom,2.22222,2.22222
451,phloroglucinol_amiodarone,international normalised ratio increased,2.5,2.5
452,oxycodone_lidocaine,schizoaffective disorder,5.0,5.0
453,atorvastatin_metoclopramide,cachexia,1.66667,1.66667
454,glucosamine_tiotropium,syncope,2.8571400000000002,2.8571400000000002
455,clonidine_daclizumab,decreased appetite,2.0,2.0
456,tramadol_nortriptyline,ill-defined disorder,1.4285700000000001,1.4285700000000001
457,omeprazole_sodium chloride,pneumonia aspiration,6.0,6.0
458,lovastatin_naproxen,aphagia,10.0,10.0
459,hydrocortisone_levothyroxine,aldolase increased,10.0,10.0
460,ascorbic acid_pregabalin,anuria,5.0,5.0
461,topiramate_esomeprazole,gastrointestinal disorder,4.13793,4.13793
462,chlorpromazine_alprazolam,cardiac disorder,2.6087,2.6087
463,cholecalciferol_acyclovir,muscle spasms,0.769231,0.769231
464,bisoprolol_codeine,device related infection,4.0,4.0
465,spironolactone_clopidogrel,personality change,0.9523809999999999,0.9523809999999999
466,lorazepam_interferon alfa-2b,deep vein thrombosis,10.0,10.0
467,loratadine_zolpidem,meniscus injury,10.0,10.0
468,iron sucrose_heparin,thrombosis,3.75,3.75
469,rifaximin_tiotropium,anaemia,3.33333,3.33333
470,aspirin_carbamazepine,choking,1.7391299999999998,1.7391299999999998
471,vancomycin_dapsone,herpes simplex,10.0,10.0
472,metoclopramide_bortezomib,intestinal obstruction,20.0,20.0
473,naproxen_frovatriptan,depression,2.5,2.5
474,valsartan_vitamin d,abdominal pain,1.2234,1.2234
475,lenalidomide_aluminum hydroxide,sinusitis,5.0,5.0
476,hydrocortisone_dexamethasone,disseminated intravascular coagulation,11.25,11.25
477,acetaminophen_caffeine,pulmonary arterial hypertension,0.833333,0.833333
478,clonidine_ranitidine,endophthalmitis,3.33333,3.33333
479,thiamine_montelukast,nausea,3.52941,3.52941
480,amlodipine_lactulose,lung infection,1.0,1.0
481,tramadol_gabapentin,intestinal haemorrhage,0.37037,0.37037
482,olmesartan_nifedipine,incoherent,1.66667,1.66667
483,loratadine_vitamin d,musculoskeletal chest pain,13.3333,13.3333
484,rosiglitazone_mirtazapine,liver disorder,1.66667,1.66667
485,ibuprofen_magnesium oxide,chronic obstructive pulmonary disease,2.0,2.0
486,omeprazole_propofol,hypothyroidism,2.8571400000000002,2.8571400000000002
487,furosemide_tiotropium,neoplasm skin,1.66667,1.66667
488,fluoxetine_aripiprazole,retroperitoneal haematoma,5.0,5.0
489,donepezil_clopidogrel,cholestasis,6.0,6.0
490,hyoscyamine_omeprazole,sleep apnoea syndrome,30.0,30.0
491,magnesium_azelastine,amnesia,6.66667,6.66667
492,dabigatran etexilate_sitagliptin,erythropenia,10.0,10.0
493,lovastatin_niacin,rash macular,5.38462,5.38462
494,duloxetine_rofecoxib,diabetic neuropathy,70.0,70.0
495,fluticasone_vitamin a,dialysis,2.0,2.0
496,diltiazem_adalimumab,eye inflammation,2.5,2.5
497,polyethylene glycol 3350_loratadine,arthritis,8.57143,8.57143
498,telaprevir_alendronate,renal failure acute,6.66667,6.66667
499,methadone_albuterol,cardiac stress test abnormal,10.0,10.0
500,betamethasone_clarithromycin,post procedural complication,5.0,5.0
501,aspirin_clavulanate,ear pain,5.0,5.0
502,chlorpheniramine_olmesartan,urticaria,20.0,20.0
503,metaproterenol_omeprazole,upper gastrointestinal haemorrhage,5.0,5.0
504,acetaminophen_denosumab,chest pain,1.22807,1.22807
505,nortriptyline_teriparatide,anxiety,0.909091,0.909091
506,atorvastatin_loxoprofen,sepsis,2.63158,2.63158
507,salmeterol_iron,back pain,2.22222,2.22222
508,mecobalamin_sodium oxybate,hyperhidrosis,3.33333,3.33333
509,calcium_acyclovir,metastatic renal cell carcinoma,10.0,10.0
510,diphenhydramine_lorazepam,injection site extravasation,1.0,1.0
511,fluoxetine_amitriptyline,bone density decreased,14.0,14.0
512,amoxicillin_desloratadine,dyspnoea,2.8571400000000002,2.8571400000000002
513,brimonidine_quinapril,malaise,1.11111,1.11111
514,warfarin_clonidine,c-reactive protein increased,0.416667,0.416667
515,fluoxetine_hydroxyzine,hyperkalaemia,1.875,1.875
516,metformin_lactate,chest pain,2.5,2.5
517,ergocalciferol_granisetron,overdose,2.0,2.0
518,methylprednisolone_romiplostim,abortion spontaneous,5.0,5.0
519,potassium chloride_tiotropium,device related infection,3.5714300000000003,3.5714300000000003
520,triamterene_montelukast,blood urine present,10.0,10.0
521,dextromethorphan_risedronate,maternal exposure during pregnancy,10.0,10.0
522,thiamine_amoxicillin,dysuria,5.0,5.0
523,tizanidine_ziprasidone,tendonitis,5.0,5.0
524,metformin_celecoxib,epigastric discomfort,2.0,2.0
525,acetaminophen_ifosfamide,influenza,1.0,1.0
526,esomeprazole_ezetimibe,rectal cancer,2.0,2.0
527,goserelin_clopidogrel,disease progression,1.4285700000000001,1.4285700000000001
528,diclofenac_ranitidine,face oedema,2.8571400000000002,2.8571400000000002
529,risedronate_prednisone,unresponsive to stimuli,0.483871,0.483871
530,methadone_digoxin,dementia,5.0,5.0
531,amlodipine_prednisolone,tinea infection,5.0,5.0
532,irbesartan_sotalol,blood sodium decreased,5.0,5.0
533,glimepiride_pioglitazone,lymphocytic infiltration,5.0,5.0
534,salmeterol_carvedilol,electromechanical dissociation,10.0,10.0
535,fluorometholone_prednisone,drug ineffective,4.0,4.0
536,isosorbide dinitrate_ursodeoxycholate,hypersensitivity,1.66667,1.66667
537,fludrocortisone_darbepoetin alfa,staphylococcal infection,30.0,30.0
538,docusate_modafinil,lethargy,8.33333,8.33333
539,metronidazole_fenofibrate,crohn's disease,5.0,5.0
540,tranexamic acid_eltrombopag,tachycardia,10.0,10.0
541,fingolimod_phenytoin,dry mouth,10.0,10.0
542,colchicine_methotrexate,epidermal necrosis,10.0,10.0
543,efalizumab_clobetasol,hypotension,3.33333,3.33333
544,diazepam_olopatadine,cognitive disorder,10.0,10.0
545,pegfilgrastim_docetaxel,renal infarct,10.0,10.0
546,enalapril_losartan,rales,10.0,10.0
547,aspirin_cilostazol,tenderness,1.0,1.0
548,venlafaxine_celecoxib,carotid artery occlusion,20.0,20.0
549,amitriptyline_azathioprine,staphylococcal sepsis,20.0,20.0
550,amlodipine_clopidogrel,pustular psoriasis,2.3529400000000003,2.3529400000000003
551,sertraline_letrozole,cerebral infarction,3.33333,3.33333
552,mirtazapine_carvedilol,syncope,4.73684,4.73684
553,atorvastatin_polyethylene glycol 9000,sleep disorder,6.0,6.0
554,sulfamethoxazole_mesna,acute myocardial infarction,1.25,1.25
555,hydrochlorothiazide_calcipotriene,musculoskeletal stiffness,10.0,10.0
556,ticagrelor_memantine,diabetes mellitus,1.11111,1.11111
557,enoxaparin_esomeprazole,sexual dysfunction,1.4285700000000001,1.4285700000000001
558,aspirin_magnesium,chest x-ray abnormal,4.0,4.0
559,clonidine_celecoxib,injection site urticaria,1.25,1.25
560,phenylephrine_fentanyl,refusal of treatment by patient,5.0,5.0
561,mirtazapine_digoxin,hepatitis,3.33333,3.33333
562,pantoprazole_linagliptin,weight decreased,0.909091,0.909091
563,tolterodine_lorazepam,throat tightness,2.22222,2.22222
564,fluoxetine_midazolam,metabolic encephalopathy,5.0,5.0
565,quetiapine_zonisamide,oral intake reduced,10.0,10.0
566,omeprazole_darbepoetin alfa,renal failure,5.65789,5.65789
567,warfarin_panitumumab,malaise,1.0,1.0
568,albuterol_oxygen,gallop rhythm present,2.5,2.5
569,oxaprozin_nabumetone,depression,10.0,10.0
570,fluconazole_adalimumab,chapped lips,4.0,4.0
571,risperidone_citalopram,exposure during pregnancy,0.434783,0.434783
572,lansoprazole_sitagliptin,activities of daily living impaired,0.666667,0.666667
573,olanzapine_varenicline,sensory disturbance,15.0,15.0
574,capecitabine_heparin,joint swelling,20.0,20.0
575,ciprofloxacin_ondansetron,leukaemia recurrent,5.0,5.0
576,salmeterol_duloxetine,eye oedema,10.0,10.0
577,pramipexole_finasteride,sensory disturbance,10.0,10.0
578,amlodipine_mycophenolate mofetil,uveitis,1.11111,1.11111
579,warfarin_lisinopril,chorea,3.33333,3.33333
580,bisacodyl_levothyroxine,psoriatic arthropathy,3.33333,3.33333
581,potassium_leflunomide,chronic obstructive pulmonary disease,8.33333,8.33333
582,tenofovir disoproxil_fexofenadine,drug ineffective,0.416667,0.416667
583,glyburide_acetaminophen,blood glucose fluctuation,8.33333,8.33333
584,hydrocodone_methadone,disease recurrence,1.66667,1.66667
585,candesartan_tramadol,renal failure,4.2,4.2
586,furosemide_lidocaine,face injury,10.0,10.0
587,doripenem_magnesium oxide,stomatitis,5.0,5.0
588,clonidine_nifedipine,chromaturia,2.30769,2.30769
589,ceftriaxone_rabeprazole,cervical dysplasia,10.0,10.0
590,glyburide_cetirizine,decreased appetite,0.909091,0.909091
591,phenprocoumon_bosentan,pneumonia bacterial,10.0,10.0
592,pimobendan_carvedilol,blood chloride increased,10.0,10.0
593,fluoxetine_isoniazid,confusional state,2.5,2.5
594,desipramine_chlordiazepoxide,condition aggravated,10.0,10.0
595,spironolactone_clomipramine,renal failure acute,10.0,10.0
596,rabeprazole_aprepitant,malignant pleural effusion,10.0,10.0
597,docusate_diltiazem,renal tubular atrophy,10.0,10.0
598,sertraline_calcium,rhonchi,5.0,5.0
599,venlafaxine_doxycycline,palpitations,3.33333,3.33333
600,lapatinib_zoledronic acid,eczema,3.33333,3.33333
601,codeine_isradipine,hallucination,20.0,20.0
602,warfarin_repaglinide,blood glucose abnormal,5.0,5.0
603,lorazepam_potassium chloride,persecutory delusion,2.5,2.5
604,fluoxetine_baclofen,tooth discolouration,5.0,5.0
605,doxepin_ziprasidone,feeling abnormal,0.769231,0.769231
606,calcium gluconate_omega-3 fatty acids,blood glucose increased,10.0,10.0
607,trazodone_ziprasidone,bladder disorder,2.5,2.5
608,lisinopril_ketoprofen,balance disorder,1.66667,1.66667
609,glipizide_clindamycin,diabetic ketoacidosis,10.0,10.0
610,insulin detemir_olmesartan,dysuria,10.0,10.0
611,ascorbic acid_nifedipine,hypersensitivity,0.625,0.625
612,diazepam_naltrexone,tremor,1.4285700000000001,1.4285700000000001
613,magnesium hydroxide_morphine,overweight,10.0,10.0
614,aspirin_lorazepam,hepatitis,0.808081,0.808081
615,raloxifene_pregabalin,limb discomfort,10.0,10.0
616,insulin lispro_standardized senna concentrate,toxicity to various agents,10.0,10.0
617,rosuvastatin_cetirizine,dry mouth,2.5,2.5
618,vitamin d3_acyclovir,oropharyngeal pain,2.5,2.5
619,sertraline_tacrolimus,pulmonary mass,10.0,10.0
620,ferrous sulfate_prednisone,mucosal inflammation,1.0714299999999999,1.0714299999999999
621,vitamin b 12_budesonide,renal cyst,10.0,10.0
622,valproate_bromazepam,pneumonia aspiration,30.0,30.0
623,hydrochlorothiazide_escitalopram,asterixis,5.0,5.0
624,clopidogrel_atenolol,emphysema,2.12121,2.12121
625,vitamin a_rosuvastatin,rosacea,10.0,10.0
626,propoxyphene_etodolac,neutropenia,3.33333,3.33333
627,zolpidem_methylphenidate,blepharospasm,10.0,10.0
628,dexamethasone_isosorbide,hepatomegaly,1.4285700000000001,1.4285700000000001
629,duloxetine_docusate,diabetes mellitus inadequate control,20.0,20.0
630,propoxyphene_tiotropium,diastolic dysfunction,20.0,20.0
631,nystatin_famciclovir,chest discomfort,20.0,20.0
632,dexamethasone_etoposide,coeliac disease,1.66667,1.66667
633,felodipine_cephalexin,skin ulcer,20.0,20.0
634,lisinopril_citalopram,cerebral vasoconstriction,25.0,25.0
635,phenprocoumon_prednisone,haemolytic anaemia,20.0,20.0
636,amlodipine_diclofenac,skin irritation,1.0,1.0
637,metformin_dexamethasone,ecchymosis,5.71429,5.71429
638,morphine_clobazam,bradycardia,5.0,5.0
639,metoprolol_acyclovir,osteomalacia,10.0,10.0
640,bupropion_iron,arteriospasm coronary,6.66667,6.66667
641,oxycodone_vitamin e,tooth infection,10.0,10.0
642,lamotrigine_mirtazapine,orthostatic hypotension,4.28571,4.28571
643,dipyridamole_gabapentin,vertigo,4.0,4.0
644,dextran 70_lisinopril,rash,4.0,4.0
645,imidapril_cilostazol,palpitations,2.0,2.0
646,calcium carbonate_amitriptyline,pneumonia bacterial,3.33333,3.33333
647,azithromycin_oxycodone,snoring,15.0,15.0
648,calcium_darbepoetin alfa,atrioventricular block,5.0,5.0
649,quinapril_calcium citrate,dizziness,2.0,2.0
650,salmeterol_fenofibrate,pericardial haemorrhage,10.0,10.0
651,ticagrelor_domperidone,asthenia,0.47618999999999995,0.47618999999999995
652,deferoxamine_potassium chloride,white blood cell count increased,20.0,20.0
653,rocuronium_desflurane,disseminated intravascular coagulation,10.0,10.0
654,indapamide_domperidone,cough,1.11111,1.11111
655,hydrochlorothiazide_aliskiren,limb discomfort,10.0,10.0
656,simvastatin_atorvastatin,contrast media allergy,5.0,5.0
657,misoprostol_rabeprazole,dysphonia,1.4285700000000001,1.4285700000000001
658,niacin_loperamide,hyperkalaemia,10.0,10.0
659,tazobactam_fluconazole,muscle spasms,0.166667,0.166667
660,dexamethasone_thalidomide,coronary artery disease,2.44444,2.44444
661,potassium_amiloride,rash macular,5.0,5.0
662,nystatin_isoniazid,pruritus,0.769231,0.769231
663,indapamide_rosuvastatin,vomiting,1.39535,1.39535
664,bisacodyl_oxygen,eye disorder,10.0,10.0
665,ibuprofen_lorazepam,posterior reversible encephalopathy syndrome,4.0,4.0
666,spiramycin_ciprofloxacin,renal failure,20.0,20.0
667,sulfasalazine_celecoxib,myalgia,0.38961,0.38961
668,nicorandil_ticagrelor,post procedural haematoma,10.0,10.0
669,psyllium_naproxen,muscle twitching,5.0,5.0
670,citalopram_amisulpride,bronchopneumonia,20.0,20.0
671,calcium carbonate_methylprednisolone,lower respiratory tract infection,3.33333,3.33333
672,quetiapine_triazolam,neutrophil count decreased,5.0,5.0
673,clopidogrel_sodium oxybate,sick sinus syndrome,20.0,20.0
674,carisoprodol_prochlorperazine,convulsion,1.33333,1.33333
675,duloxetine_levothyroxine,immune system disorder,1.875,1.875
676,fluoxetine_clonazepam,colon injury,10.0,10.0
677,hydrocodone_clonazepam,amenorrhoea,1.18644,1.18644
678,lidocaine_isosorbide dinitrate,pulmonary hypertension,30.0,30.0
679,cilostazol_clopidogrel,coma,0.8695649999999999,0.8695649999999999
680,risedronate_misoprostol,pleurisy,10.0,10.0
681,bisoprolol_ramipril,neuroleptic malignant syndrome,0.2,0.2
682,acetaminophen_chlorhexidine,lower extremity mass,5.0,5.0
683,esomeprazole_lysine,intestinal obstruction,10.0,10.0
684,furosemide_primidone,aplastic anaemia,10.0,10.0
685,lithium carbonate_carbamazepine,skin discolouration,4.44444,4.44444
686,metformin_trospium,blood alkaline phosphatase increased,3.33333,3.33333
687,"estrogens, conjugated (usp)_aripiprazole",swollen tongue,3.33333,3.33333
688,memantine_rabeprazole,cellulitis,10.0,10.0
689,simvastatin_orphenadrine,palpitations,7.5,7.5
690,warfarin_sorafenib,cardio-respiratory arrest,1.0,1.0
691,lactulose_atenolol,shock,2.0,2.0
692,lenalidomide_trazodone,leukoencephalopathy,5.0,5.0
693,telmisartan_tamoxifen,anaemia,5.0,5.0
694,guaifenesin_tramadol,sinus headache,7.5,7.5
695,"albumin human, usp_immunoglobulin g",diabetes mellitus,10.0,10.0
696,zolpidem_escitalopram,nuclear magnetic resonance imaging brain abnormal,4.0,4.0
697,omeprazole_potassium gluconate,alanine aminotransferase increased,10.0,10.0
698,diphenhydramine_almotriptan,deep vein thrombosis,2.0,2.0
699,pregabalin_nitroglycerin,oxygen saturation decreased,2.30769,2.30769
700,valsartan_buspirone,nasal congestion,2.0,2.0
701,glimepiride_budesonide,obsessive-compulsive disorder,10.0,10.0
702,hydrochlorothiazide_ferrous sulfate,pulmonary oedema,1.4285700000000001,1.4285700000000001
703,glutamine_omeprazole,viral infection,20.0,20.0
704,pantoprazole_ursodeoxycholate,herpes simplex,2.0,2.0
705,gatifloxacin_melphalan,haemoglobin decreased,20.0,20.0
706,nalbuphine_naproxen,cerebrovascular accident,10.0,10.0
707,colchicine_naproxen,balance disorder,3.33333,3.33333
708,formoterol_fentanyl,decubitus ulcer,5.0,5.0
709,ipratropium_clavulanate,myocardial ischaemia,2.5,2.5
710,aspirin_fesoterodine,communication disorder,10.0,10.0
711,solifenacin_pramipexole,unevaluable event,4.0,4.0
712,pantoprazole_lenalidomide,crying,0.491803,0.491803
713,docusate_glycopyrrolate,mental disorder,5.0,5.0
714,hydrocodone_fentanyl,diaphragmatic hernia,15.0,15.0
715,vancomycin_fludarabine,grand mal convulsion,1.66667,1.66667
716,zoledronic acid_diltiazem,wrist fracture,30.0,30.0
717,glipizide_levofloxacin,haemodialysis,25.0,25.0
718,doxazosin_leflunomide,herpes zoster,5.0,5.0
719,nitroglycerin_atenolol,emotional distress,8.80952,8.80952
720,bismuth subsalicylate_diltiazem,myocardial infarction,20.0,20.0
721,dofetilide_levothyroxine,laceration,4.0,4.0
722,hydrocodone_pegfilgrastim,aplastic anaemia,10.0,10.0
723,diazepam_lorazepam,alcoholic liver disease,10.0,10.0
724,folic acid_indacaterol,gastric disorder,10.0,10.0
725,efavirenz_fentanyl,renal failure acute,3.33333,3.33333
726,ropinirole_carvedilol,hypothyroidism,5.0,5.0
727,pramoxine_bupropion,peripheral swelling,10.0,10.0
728,tramadol_mirabegron,activities of daily living impaired,10.0,10.0
729,oxycodone_amitriptyline,bladder operation,20.0,20.0
730,prednisolone_flurbiprofen,gastritis,20.0,20.0
731,clindamycin_danaparoid,aspartate aminotransferase increased,30.0,30.0
732,trimethoprim_montelukast,mucosal inflammation,10.0,10.0
733,aspirin_dofetilide,blood potassium increased,2.8571400000000002,2.8571400000000002
734,infliximab_loxoprofen,refusal of treatment by patient,1.4285700000000001,1.4285700000000001
735,lansoprazole_misoprostol,pericarditis,20.0,20.0
736,acetaminophen_nitroglycerin,leukocytosis,5.71429,5.71429
737,metronidazole_simvastatin,neutropenia,2.66667,2.66667
738,triamcinolone_adalimumab,libido decreased,5.0,5.0
739,fluoxetine_montelukast,neck injury,2.5,2.5
740,psyllium_levothyroxine,upper limb fracture,2.0,2.0
741,desvenlafaxine_carvedilol,drug effect decreased,30.0,30.0
742,valproate_ziprasidone,abasia,1.95652,1.95652
743,canrenoate_citalopram,palmar-plantar erythrodysaesthesia syndrome,10.0,10.0
744,fingolimod_methylphenidate,musculoskeletal stiffness,2.8571400000000002,2.8571400000000002
745,acetaminophen_beclomethasone,osteosclerosis,10.0,10.0
746,furosemide_dobutamine,atrioventricular block second degree,10.0,10.0
747,pseudoephedrine_alprazolam,hypotension,0.714286,0.714286
748,temozolomide_magnesium oxide,neutrophil count increased,40.0,40.0
749,levetiracetam_sodium bicarbonate,epistaxis,10.0,10.0
750,niacin_fenofibrate,hallucination,0.22988499999999998,0.22988499999999998
751,gabapentin_hydroxyzine,psychomotor hyperactivity,1.81818,1.81818
752,alpha 1-antitrypsin_albuterol,convulsion,0.714286,0.714286
753,hydrocortisone_omalizumab,myalgia,2.8571400000000002,2.8571400000000002
754,hydralazine_loperamide,hypersensitivity,2.0,2.0
755,"insulin detemir_estrogens, conjugated (usp)",constipation,10.0,10.0
756,prednisone_rituximab,mean cell volume decreased,2.5,2.5
757,candesartan_olanzapine,blood pressure increased,3.33333,3.33333
758,metronidazole_lenalidomide,dysgeusia,2.3529400000000003,2.3529400000000003
759,lansoprazole_valproate,necrosis,1.66667,1.66667
760,selegiline_vitamin b 12,pyrexia,10.0,10.0
761,celecoxib_nitroglycerin,thyroid neoplasm,6.66667,6.66667
